Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
154,2:51.31,Marie-Ève TURCOTTE,1996,CAN,3f3,,"Tomlinson Fieldhouse, Montréal (CAN)",25 FEB 2023,992
155,2:51.39,Natalija GRUJIĆ,22 MAR 2006,SRB,1f1,,"Atletska dvorana, Beograd (SRB)",25 DEC 2022,992
155,2:51.39,Rory CLARE,,USA,8f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,992
157,2:51.43,Olivia MACASKILL,2001,CAN,3f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,991
158,2:51.54,Brynne SUMNER,,USA,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",02 DEC 2022,990
159,2:51.57,Breila FULLER,22 MAY 2001,USA,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2023,989
160,2:51.74,Hillary CLARK,2000,CAN,1f2,,"Dennis Fairall Fieldhouse, Windsor (CAN)",11 FEB 2023,987
161,2:51.75,Emma DAGENAIS,1997,CAN,4f3,,"Tomlinson Fieldhouse, Montréal (CAN)",25 FEB 2023,987
162,2:51.81,Hallee KNELSEN,27 MAY 2003,CAN,9f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,987
162,2:51.81,Kayla O'CONNELL,,USA,3,,"Mackal Fieldhouse, Kingston, RI (USA)",26 FEB 2023,987
164,2:51.84,Amity EBARB,,USA,7f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2023,986
165,2:51.86,Christine MANCINI,,USA,1h1,,"Mackal Fieldhouse, Kingston, RI (USA)",25 FEB 2023,986
166,2:51.90,Madelyn HUSTON,1999,CAN,12,,"Field House, Saskatoon (CAN)",10 MAR 2023,986
167,2:51.97,Julia KORALEWSKA,17 FEB 2002,POL,3f1,,"Hala COS OPO, Spala (POL)",14 JAN 2023,985
168,2:52.03,Sarah PICKERING,24 MAY 2003,AUS,3f1,,"Ashenfelter Indoor Track, State College, PA (USA)",14 JAN 2023,984
168,2:52.03,Edita SKLENSKÁ,02 APR 1999,CZE,5h2,,"Sports Performance Center, Lubbock, TX (USA)",24 FEB 2023,984
170,2:52.08,Viktoriya ANISIMOVA,02 NOV 2004,RUS,6,,"LFK CSKA, Moskva (RUS)",21 DEC 2022,983
171,2:52.11,Amy O'DONOGHUE,27 JAN 1994,IRL,1,,"AIT International Arena, Athlone (IRL)",14 DEC 2022,983
171,2:52.11,Katarina MILOSAVLJEVIĆ,11 SEP 2000,SRB,2f1,,"Atletska dvorana, Beograd (SRB)",25 DEC 2022,983
173,2:52.12,Avery PEARSON,24 MAR 2003,CAN,3f1,,"Universiade Pavilion, Edmonton (CAN)",10 FEB 2023,983
174,2:52.14,Yevgeniya UTKINA,17 JUN 2001,RUS,7,,"LFK CSKA, Moskva (RUS)",21 DEC 2022,983
174,2:52.14,Kate MCANDREW,,USA,2h1,,"Mackal Fieldhouse, Kingston, RI (USA)",25 FEB 2023,983
176,2:52.17,Mandeep SANGHA,2005,CAN,1,,"Universiade Pavilion, Edmonton (CAN)",05 FEB 2023,982
176,2:52.17,Fabienne MÜLLER,01 NOV 2005,SUI,1,,"Halle End der Welt, Magglingen (SUI)",26 FEB 2023,982
178,2:52.18,Beata NIEMYJSKA,09 FEB 2001,POL,3f1,,"Arena, Toruń (POL)",29 JAN 2023,982
179,2:52.19,Oliwia PARADOWSKA,20 JUL 2001,POL,4f1,,"Hala COS OPO, Spala (POL)",28 JAN 2023,982
179,2:52.19,Kaitlyn HARRISON,2001,CAN,4f1,,"Universiade Pavilion, Edmonton (CAN)",10 FEB 2023,982
181,2:52.26,Brianna MALONE,,USA,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 JAN 2023,981
182,2:52.34,Paulina STEMPNIAK,12 JUN 2004,POL,1f1,,"Arena, Toruń (POL)",14 JAN 2023,980
183,2:52.36,Lainey QUANDT,,USA,4f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 JAN 2023,980
184,2:52.41,Tara VUČKOVIĆ,25 FEB 2008,SRB,3f1,,"Atletska dvorana, Beograd (SRB)",25 DEC 2022,980
185,2:52.43,Kaila NEIGUM,1999,CAN,1f1,,"Field House, Saskatoon (CAN)",13 JAN 2023,979
186,2:52.46,Giulia SALVADE',22 NOV 2004,SUI,2,,"Halle End der Welt, Magglingen (SUI)",26 FEB 2023,979
187,2:52.49,Kaitlin SWARTZ,2000,CAN,3,,"Field House, Saskatoon (CAN)",24 FEB 2023,979
188,2:52.52,Kaitlyn HARRISON,2001,CAN,2f1,,"Field House, Saskatoon (CAN)",13 JAN 2023,978
189,2:52.59,Evelīna Krista SITNIKA,25 APR 2003,LAT,2f3,,"Jāņa Daliņa Manēža, Valmiera (LAT)",20 JAN 2023,978
189,2:52.59,Brynn HEBERT,2002,CAN,4f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,978
191,2:52.61,Christina ESPOSITO,2001,CAN,8f2,,"Dennis Fairall Fieldhouse, Windsor (CAN)",24 FEB 2023,977
192,2:52.65,Amity EBARB,,USA,7,,"Sports Performance Center, Lubbock, TX (USA)",25 FEB 2023,977
193,2:52.74,Julia AGOSTINELLI,2002,CAN,7f3,,"Dennis Fairall Fieldhouse, Windsor (CAN)",14 JAN 2023,976
194,2:52.81,Alexandria COSTANTINO,,USA,2f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",02 DEC 2022,975
195,2:52.84,Emma MOORE,14 APR 2004,IRL,2,,"AIT International Arena, Athlone (IRL)",14 DEC 2022,975
195,2:52.84,Katherine STRONG,,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",04 FEB 2023,975
197,2:52.92,Tess DUIGNAN,,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",24 FEB 2023,974
198,2:53.00,Florence CARON,2000,CAN,2f1,,"PEPS de l'Université Laval, Québec (CAN)",04 FEB 2023,973
199,2:53.02,Laia CARIÑANOS,27 FEB 2008,ESP,1,,"Pistas Expourense, Ourense (ESP)",26 MAR 2023,972
200,2:53.09,Sara SALVADÈ,22 NOV 2004,SUI,3,,"Halle End der Welt, Magglingen (SUI)",26 FEB 2023,972
201,2:53.17,Lena SUCHOWOLAK,22 FEB 2005,POL,1f2,,"Arena, Toruń (POL)",14 JAN 2023,971
202,2:53.24,Daniela QUINTERO,,USA,5f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",10 FEB 2023,970
